year,cbsa_code,acs_area_name,median_gross_rent,annual_rent,median_household_income,population
2024,44540,"Sterling, CO Micro Area",1013,12156,51829,20892
2024,44580,"Sterling, IL Micro Area",856,10272,67500,54947
2024,44620,"Stevens Point-Plover, WI Micro Area",940,11280,76070,70832
2024,44660,"Stillwater, OK Micro Area",917,11004,49809,82972
2024,44700,"Stockton-Lodi, CA Metro Area",1734,20808,92179,797334
2024,44740,"Storm Lake, IA Micro Area",894,10728,71719,20753
2024,44780,"Sturgis, MI Micro Area",849,10188,66425,60969
2024,44860,"Sulphur Springs, TX Micro Area",1109,13308,70888,37784
2024,44900,"Summerville, GA Micro Area",790,9480,50285,25036
2024,44940,"Sumter, SC Metro Area",1057,12684,56693,104725
2024,44980,"Sunbury, PA Micro Area",863,10356,62262,108663
2024,45000,"Susanville, CA Micro Area",1000,12000,67403,30356
2024,45020,"Sweetwater, TX Micro Area",913,10956,50747,14454
2024,45060,"Syracuse, NY Metro Area",1077,12924,75492,656410
2024,45140,"Tahlequah, OK Micro Area",831,9972,53218,47942
2024,45180,"Talladega-Sylacauga, AL Micro Area",779,9348,57722,91321
2024,45220,"Tallahassee, FL Metro Area",1252,15024,65261,391730
2024,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1628,19536,74392,3304691
2024,45340,"Taos, NM Micro Area",1034,12408,58950,34543
2024,45380,"Taylorville, IL Micro Area",785,9420,62611,33538
2024,45460,"Terre Haute, IN Metro Area",892,10704,56594,168719
2024,45500,"Texarkana, TX-AR Metro Area",950,11400,55646,146296
2024,45520,"The Dalles, OR Micro Area",1008,12096,64175,26552
2024,45580,"Thomaston, GA Micro Area",849,10188,55429,28029
2024,45620,"Thomasville, GA Micro Area",945,11340,60262,71885
2024,45660,"Tiffin, OH Micro Area",856,10272,66025,54770
2024,45700,"Tifton, GA Micro Area",762,9144,49785,50377
2024,45740,"Toccoa, GA Micro Area",820,9840,54754,27012
2024,45780,"Toledo, OH Metro Area",939,11268,65486,602322
2024,45820,"Topeka, KS Metro Area",971,11652,69888,232468
2024,45860,"Torrington, CT Micro Area",1193,14316,93551,113216
2024,45880,"Town of Pecos, TX Micro Area",981,11772,64297,12664
2024,45900,"Traverse City, MI Metro Area",1225,14700,80889,155449
2024,45940,"Trenton-Princeton, NJ Metro Area",1623,19476,100645,385864
2024,45980,"Troy, AL Micro Area",856,10272,48677,32987
2024,46020,"Truckee-Grass Valley, CA Micro Area",1677,20124,89882,102481
2024,46060,"Tucson, AZ Metro Area",1212,14544,70315,1060490
2024,46100,"Tullahoma-Manchester, TN Micro Area",907,10884,62285,66384
2024,46140,"Tulsa, OK Metro Area",1078,12936,69359,1037534
2024,46180,"Tupelo, MS Micro Area",878,10536,63170,132254
2024,46220,"Tuscaloosa, AL Metro Area",1005,12060,61517,278526
2024,46300,"Twin Falls, ID Metro Area",1071,12852,68810,118907
2024,46340,"Tyler, TX Metro Area",1238,14856,74192,241740
2024,46380,"Ukiah, CA Micro Area",1317,15804,68092,90244
2024,46460,"Union City, TN Micro Area",770,9240,54613,30453
2024,46500,"Urbana, OH Micro Area",905,10860,75556,38804
2024,46520,"Urban Honolulu, HI Metro Area",2083,24996,106195,1001146
2024,46540,"Utica-Rome, NY Metro Area",925,11100,69779,288881
2024,46580,"Utuado, PR Micro Area",476,5712,20800,27621
2024,46620,"Uvalde, TX Micro Area",981,11772,53801,24881
2024,46660,"Valdosta, GA Metro Area",1025,12300,57085,150188
2024,46700,"Vallejo, CA Metro Area",2163,25956,100401,451918
2024,46780,"Van Wert, OH Micro Area",782,9384,67917,28826
2024,46820,"Vermillion, SD Micro Area",770,9240,56850,15219
2024,46860,"Vernal, UT Micro Area",941,11292,73746,37056
2024,46900,"Vernon, TX Micro Area",932,11184,54102,12616
2024,46980,"Vicksburg, MS Micro Area",888,10656,59401,43020
2024,47020,"Victoria, TX Metro Area",1151,13812,70236,98554
2024,47080,"Vidalia, GA Micro Area",766,9192,52500,35742
2024,47180,"Vincennes, IN Micro Area",796,9552,61237,36007
2024,47220,"Vineland, NJ Metro Area",1282,15384,67436,153305
2024,47240,"Vineyard Haven, MA Micro Area",1277,15324,125786,20933
2024,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1478,17736,82330,1787235
2024,47300,"Visalia, CA Metro Area",1280,15360,71300,478693
2024,47340,"Wabash, IN Micro Area",762,9144,66806,30844
2024,47380,"Waco, TX Metro Area",1151,13812,66205,302045
2024,47420,"Wahpeton, ND-MN Micro Area",714,8568,73734,22955
2024,47460,"Walla Walla, WA Metro Area",1218,14616,74202,62161
2024,47540,"Wapakoneta, OH Micro Area",868,10416,78660,46125
2024,47580,"Warner Robins, GA Metro Area",1167,14004,79345,198209
2024,47620,"Warren, PA Micro Area",755,9060,60480,37920
2024,47660,"Warrensburg, MO Micro Area",932,11184,67272,54732
2024,47700,"Warsaw, IN Micro Area",1043,12516,75317,80442
2024,47780,"Washington, IN Micro Area",847,10164,68503,33658
2024,47820,"Washington, NC Micro Area",871,10452,58357,44499
2024,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2027,24324,126684,6318377
2024,47920,"Washington Court House, OH Micro Area",822,9864,63275,28876
2024,47930,"Waterbury-Shelton, CT Metro Area",1330,15960,86191,454969
2024,47940,"Waterloo-Cedar Falls, IA Metro Area",977,11724,70811,168637
2024,47980,"Watertown, SD Micro Area",938,11256,72727,28767
2024,48020,"Watertown-Fort Atkinson, WI Micro Area",1035,12420,83750,86003
2024,48060,"Watertown-Fort Drum, NY Metro Area",1213,14556,66301,115040
2024,48140,"Wausau, WI Metro Area",999,11988,77884,138403
2024,48180,"Waycross, GA Micro Area",793,9516,51821,56178
2024,48200,"Waynesville, NC Micro Area",1067,12804,61912,62662
2024,48220,"Weatherford, OK Micro Area",822,9864,60977,39074
2024,48260,"Weirton-Steubenville, WV-OH Metro Area",785,9420,58784,114754
2024,48300,"Wenatchee-East Wenatchee, WA Metro Area",1251,15012,81938,124538
2024,48460,"West Plains, MO Micro Area",733,8796,50993,40383
2024,48540,"Wheeling, WV-OH Metro Area",812,9744,57418,136920
2024,48580,"Whitewater-Elkhorn, WI Micro Area",1150,13800,80520,105657
2024,48620,"Wichita, KS Metro Area",987,11844,70655,652622
2024,48660,"Wichita Falls, TX Metro Area",995,11940,65379,149358
2024,48680,"Wildwood-The Villages, FL Metro Area",1269,15228,76508,143408
2024,48700,"Williamsport, PA Metro Area",913,10956,63917,113489
2024,48780,"Williston, ND Micro Area",1123,13476,85595,39555
2024,48820,"Willmar, MN Micro Area",909,10908,76592,44079
2024,48900,"Wilmington, NC Metro Area",1389,16668,76471,453347
2024,48940,"Wilmington, OH Micro Area",910,10920,70407,42012
2024,48980,"Wilson, NC Micro Area",953,11436,56423,79290
2024,49010,"Winchester, TN Micro Area",894,10728,63494,43990
2024,49020,"Winchester, VA-WV Metro Area",1358,16296,84298,146386
2024,49080,"Winnemucca, NV Micro Area",994,11928,81073,17289
2024,49100,"Winona, MN Micro Area",907,10884,70744,49779
2024,49180,"Winston-Salem, NC Metro Area",1016,12192,65975,689766
2024,49220,"Wisconsin Rapids-Marshfield, WI Micro Area",856,10272,67989,74004
2024,49260,"Woodward, OK Micro Area",838,10056,61417,20158
2024,49300,"Wooster, OH Micro Area",881,10572,73574,116588
2024,49340,"Worcester, MA Metro Area",1426,17112,95939,867788
2024,49380,"Worthington, MN Micro Area",896,10752,66101,22041
2024,49420,"Yakima, WA Metro Area",1109,13308,70656,257152
2024,49460,"Yankton, SD Micro Area",781,9372,72821,23414
2024,49620,"York-Hanover, PA Metro Area",1193,14316,84829,462924
2024,49660,"Youngstown-Warren, OH Metro Area",795,9540,56713,427420
2024,49700,"Yuba City, CA Metro Area",1386,16632,78179,183364
2024,49740,"Yuma, AZ Metro Area",993,11916,62876,211741
2024,49780,"Zanesville, OH Micro Area",833,9996,60780,86411
2024,49820,"Zapata, TX Micro Area",617,7404,39239,13841
